"","AREA","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","EVENT_TYPE","POPULATION","RACE","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE"
"10251","New Jersey",13.4,22.8,17.7,"66","Incidence",607578,"Black","Male","Stomach","2004",8.4,13.8,10.9
"10252","New Jersey",7.7,15.9,11.4,"37","Mortality",607578,"Black","Male","Stomach","2004",4.3,8.4,6.1
"10253","New Jersey",13.1,22.3,17.3,"66","Incidence",610356,"Black","Male","Stomach","2005",8.4,13.8,10.8
"10254","New Jersey",5.2,12.3,8.3,"27","Mortality",610356,"Black","Male","Stomach","2005",2.9,6.4,4.4
"10255","New Jersey",12.8,22.1,17,"63","Incidence",612548,"Black","Male","Stomach","2006",7.9,13.2,10.3
"10256","New Jersey",6.1,13,9.1,"33","Mortality",612548,"Black","Male","Stomach","2006",3.7,7.6,5.4
"10257","New Jersey",14.6,24.2,19,"73","Incidence",615167,"Black","Male","Stomach","2007",9.3,14.9,11.9
"10258","New Jersey",9.4,17.7,13.2,"47","Mortality",615167,"Black","Male","Stomach","2007",5.6,10.2,7.6
"10259","New Jersey",12.2,20.8,16.1,"64","Incidence",619064,"Black","Male","Stomach","2008",8,13.2,10.3
"10260","New Jersey",7.3,14.4,10.4,"40","Mortality",619064,"Black","Male","Stomach","2008",4.6,8.8,6.5
"10261","New Jersey",11.2,19.7,15.1,"58","Incidence",623845,"Black","Male","Stomach","2009",7.1,12,9.3
"10262","New Jersey",6.1,12.8,9.1,"35","Mortality",623845,"Black","Male","Stomach","2009",3.9,7.8,5.6
"10263","New Jersey",10,17.3,13.3,"61","Incidence",629585,"Black","Male","Stomach","2010",7.4,12.4,9.7
"10264","New Jersey",3.7,9,5.9,"25","Mortality",629585,"Black","Male","Stomach","2010",2.6,5.9,4
"10265","New Jersey",7.6,14.2,10.5,"49","Incidence",634746,"Black","Male","Stomach","2011",5.7,10.2,7.7
"10266","New Jersey",3.6,8.6,5.7,"24","Mortality",634746,"Black","Male","Stomach","2011",2.4,5.6,3.8
"10267","New Jersey",10.9,18.4,14.3,"66","Incidence",639723,"Black","Male","Stomach","2012",8,13.1,10.3
"10268","New Jersey",5.2,11,7.7,"34","Mortality",639723,"Black","Male","Stomach","2012",3.7,7.4,5.3
"10269","New Jersey",10,17.2,13.3,"64","Incidence",645071,"Black","Male","Stomach","2013",7.6,12.7,9.9
"10270","New Jersey",5.7,11.4,8.2,"38","Mortality",645071,"Black","Male","Stomach","2013",4.2,8.1,5.9
"10271","New Jersey",9.9,17,13.1,"62","Incidence",650333,"Black","Male","Stomach","2014",7.3,12.2,9.5
"10272","New Jersey",4.8,10.2,7.2,"33","Mortality",650333,"Black","Male","Stomach","2014",3.5,7.1,5.1
"10273","New Jersey",13.8,21.7,17.4,"88","Incidence",654765,"Black","Male","Stomach","2015",10.8,16.6,13.4
"10274","New Jersey",5.9,11.7,8.5,"40","Mortality",654765,"Black","Male","Stomach","2015",4.4,8.3,6.1
"10275","New Jersey",8.9,15.6,11.9,"59","Incidence",658472,"Black","Male","Stomach","2016",6.8,11.6,9
"10276","New Jersey",5.7,11.2,8.1,"40","Mortality",658472,"Black","Male","Stomach","2016",4.3,8.3,6.1
"10277","New Jersey",9.8,16.6,12.9,"63","Incidence",661898,"Black","Male","Stomach","2017",7.3,12.2,9.5
"10278","New Jersey",4.6,9.7,6.8,"32","Mortality",661898,"Black","Male","Stomach","2017",3.3,6.8,4.8
"10279","New Jersey",11.7,18.9,15,"78","Incidence",665126,"Black","Male","Stomach","2018",9.3,14.6,11.7
"10280","New Jersey",3.9,8.7,6,"30","Mortality",665126,"Black","Male","Stomach","2018",3,6.4,4.5
"10281","New Jersey",0.5,2.6,1.2,"~","Incidence",582178,"Black","Male","Testis","1999",0.5,2.5,1.2
"10282","New Jersey",0,1.5,0.4,"~","Mortality",582178,"Black","Male","Testis","1999",0,1.2,0.3
"10283","New Jersey",0.6,2.8,1.3,"~","Incidence",588122,"Black","Male","Testis","2000",0.6,2.7,1.4
"10284","New Jersey",0,1,0,"~","Mortality",588122,"Black","Male","Testis","2000",0,0.6,0
"10285","New Jersey",1,3.6,2,"~","Incidence",593651,"Black","Male","Testis","2001",1,3.5,2
"10286","New Jersey",0,0.9,0,"~","Mortality",593651,"Black","Male","Testis","2001",0,0.6,0
"10287","New Jersey",0.9,3.2,1.7,"~","Incidence",598808,"Black","Male","Testis","2002",0.9,3.3,1.8
"10288","New Jersey",0,0.9,0,"~","Mortality",598808,"Black","Male","Testis","2002",0,0.6,0
"10289","New Jersey",1.1,3.9,2.1,"~","Incidence",603390,"Black","Male","Testis","2003",1,3.5,2
"10290","New Jersey",0,0.9,0,"~","Mortality",603390,"Black","Male","Testis","2003",0,0.6,0
"10291","New Jersey",0.8,3.1,1.6,"~","Incidence",607578,"Black","Male","Testis","2004",0.8,3,1.6
"10292","New Jersey",0,0.9,0,"~","Mortality",607578,"Black","Male","Testis","2004",0,0.6,0
"10293","New Jersey",0.3,2.2,0.9,"~","Incidence",610356,"Black","Male","Testis","2005",0.4,2.1,1
"10294","New Jersey",0,0.9,0,"~","Mortality",610356,"Black","Male","Testis","2005",0,0.6,0
"10295","New Jersey",0.3,2.2,1,"~","Incidence",612548,"Black","Male","Testis","2006",0.4,2.1,1
"10296","New Jersey",0,1.3,0.3,"~","Mortality",612548,"Black","Male","Testis","2006",0,1.2,0.3
"10297","New Jersey",0.2,1.9,0.7,"~","Incidence",615167,"Black","Male","Testis","2007",0.2,1.7,0.7
"10298","New Jersey",0,0.8,0,"~","Mortality",615167,"Black","Male","Testis","2007",0,0.6,0
"10299","New Jersey",0.4,2.3,1,"~","Incidence",619064,"Black","Male","Testis","2008",0.4,2.1,1
"10300","New Jersey",0,1,0.1,"~","Mortality",619064,"Black","Male","Testis","2008",0,0.9,0.2
"10301","New Jersey",0.4,2.6,1.1,"~","Incidence",623845,"Black","Male","Testis","2009",0.4,2.1,1
"10302","New Jersey",0,0.8,0,"~","Mortality",623845,"Black","Male","Testis","2009",0,0.6,0
"10303","New Jersey",1,3.4,1.9,"~","Incidence",629585,"Black","Male","Testis","2010",1,3.3,1.9
"10304","New Jersey",0,0.8,0,"~","Mortality",629585,"Black","Male","Testis","2010",0,0.6,0
"10305","New Jersey",0.7,2.8,1.5,"~","Incidence",634746,"Black","Male","Testis","2011",0.6,2.7,1.4
"10306","New Jersey",0,1,0.2,"~","Mortality",634746,"Black","Male","Testis","2011",0,0.9,0.2
"10307","New Jersey",0.9,3.5,1.9,"~","Incidence",639723,"Black","Male","Testis","2012",0.7,2.9,1.6
"10308","New Jersey",0,1,0.1,"~","Mortality",639723,"Black","Male","Testis","2012",0,0.9,0.2
"10309","New Jersey",1,3.5,2,"~","Incidence",645071,"Black","Male","Testis","2013",1,3.2,1.9
"10310","New Jersey",0,1.4,0.3,"~","Mortality",645071,"Black","Male","Testis","2013",0,0.9,0.2
"10311","New Jersey",0.6,2.8,1.4,"~","Incidence",650333,"Black","Male","Testis","2014",0.5,2.4,1.2
"10312","New Jersey",0,1,0.2,"~","Mortality",650333,"Black","Male","Testis","2014",0,0.9,0.2
"10313","New Jersey",0.5,2.4,1.2,"~","Incidence",654765,"Black","Male","Testis","2015",0.5,2.4,1.2
"10314","New Jersey",0,0.7,0,"~","Mortality",654765,"Black","Male","Testis","2015",0,0.6,0
"10315","New Jersey",0.6,2.6,1.3,"~","Incidence",658472,"Black","Male","Testis","2016",0.6,2.6,1.4
"10316","New Jersey",0,0.7,0,"~","Mortality",658472,"Black","Male","Testis","2016",0,0.6,0
"10317","New Jersey",1.3,3.9,2.3,"~","Incidence",661898,"Black","Male","Testis","2017",1.3,3.7,2.3
"10318","New Jersey",0,0.9,0.2,"~","Mortality",661898,"Black","Male","Testis","2017",0,0.8,0.2
"10319","New Jersey",1,3.5,2,"~","Incidence",665126,"Black","Male","Testis","2018",0.9,3.2,1.8
"10320","New Jersey",0,0.6,0,"~","Mortality",665126,"Black","Male","Testis","2018",0,0.6,0
"10321","New Jersey",1.3,4.8,2.7,"~","Incidence",582178,"Black","Male","Thyroid","1999",1.1,3.6,2.1
"10322","New Jersey",0.1,1.9,0.5,"~","Mortality",582178,"Black","Male","Thyroid","1999",0,1.2,0.3
"10323","New Jersey",2.6,6.6,4.2,"20","Incidence",588122,"Black","Male","Thyroid","2000",2.1,5.3,3.4
"10324","New Jersey",0,1.3,0.2,"~","Mortality",588122,"Black","Male","Thyroid","2000",0,0.9,0.2
"10325","New Jersey",1.5,4.6,2.7,"~","Incidence",593651,"Black","Male","Thyroid","2001",1.3,4,2.4
"10326","New Jersey",0,1.6,0.4,"~","Mortality",593651,"Black","Male","Thyroid","2001",0,1.2,0.3
"10327","New Jersey",1.4,4.6,2.6,"~","Incidence",598808,"Black","Male","Thyroid","2002",1.3,3.9,2.3
"10328","New Jersey",0.1,1.9,0.6,"~","Mortality",598808,"Black","Male","Thyroid","2002",0.1,1.5,0.5
"10329","New Jersey",1.7,5.4,3.1,"~","Incidence",603390,"Black","Male","Thyroid","2003",1.3,3.9,2.3
"10330","New Jersey",0,0.9,0,"~","Mortality",603390,"Black","Male","Thyroid","2003",0,0.6,0
"10331","New Jersey",1.7,4.9,3,"16","Incidence",607578,"Black","Male","Thyroid","2004",1.5,4.3,2.6
"10332","New Jersey",0.1,2.2,0.7,"~","Mortality",607578,"Black","Male","Thyroid","2004",0.1,1.4,0.5
"10333","New Jersey",2.7,6.6,4.3,"22","Incidence",610356,"Black","Male","Thyroid","2005",2.3,5.5,3.6
"10334","New Jersey",0,0.9,0,"~","Mortality",610356,"Black","Male","Thyroid","2005",0,0.6,0
"10335","New Jersey",2.1,6.5,3.9,"17","Incidence",612548,"Black","Male","Thyroid","2006",1.6,4.4,2.8
"10336","New Jersey",0,0.9,0,"~","Mortality",612548,"Black","Male","Thyroid","2006",0,0.6,0
"10337","New Jersey",1.7,5.5,3.2,"~","Incidence",615167,"Black","Male","Thyroid","2007",1.4,4,2.4
"10338","New Jersey",0.2,2.5,0.9,"~","Mortality",615167,"Black","Male","Thyroid","2007",0.1,1.4,0.5
"10339","New Jersey",2.7,6.9,4.5,"21","Incidence",619064,"Black","Male","Thyroid","2008",2.1,5.2,3.4
"10340","New Jersey",0,1.7,0.4,"~","Mortality",619064,"Black","Male","Thyroid","2008",0,0.9,0.2
"10341","New Jersey",2.4,6.4,4.1,"21","Incidence",623845,"Black","Male","Thyroid","2009",2.1,5.1,3.4
"10342","New Jersey",0.1,1.5,0.5,"~","Mortality",623845,"Black","Male","Thyroid","2009",0.1,1.4,0.5
"10343","New Jersey",1.8,5,3.1,"18","Incidence",629585,"Black","Male","Thyroid","2010",1.7,4.5,2.9
"10344","New Jersey",0,0.8,0,"~","Mortality",629585,"Black","Male","Thyroid","2010",0,0.6,0
"10345","New Jersey",2.8,6.6,4.4,"24","Incidence",634746,"Black","Male","Thyroid","2011",2.4,5.6,3.8
"10346","New Jersey",0,0.8,0,"~","Mortality",634746,"Black","Male","Thyroid","2011",0,0.6,0
"10347","New Jersey",3.7,8,5.5,"30","Incidence",639723,"Black","Male","Thyroid","2012",3.2,6.7,4.7
"10348","New Jersey",0,1.4,0.3,"~","Mortality",639723,"Black","Male","Thyroid","2012",0,0.9,0.2
"10349","New Jersey",3.5,7.6,5.3,"30","Incidence",645071,"Black","Male","Thyroid","2013",3.1,6.6,4.7
"10350","New Jersey",0.1,1.6,0.5,"~","Mortality",645071,"Black","Male","Thyroid","2013",0,1.1,0.3
"10351","New Jersey",2.8,6.4,4.3,"26","Incidence",650333,"Black","Male","Thyroid","2014",2.6,5.9,4
"10352","New Jersey",0,1.5,0.4,"~","Mortality",650333,"Black","Male","Thyroid","2014",0,1.1,0.3
"10353","New Jersey",3.1,6.9,4.7,"28","Incidence",654765,"Black","Male","Thyroid","2015",2.8,6.2,4.3
"10354","New Jersey",0.5,2.9,1.3,"~","Mortality",654765,"Black","Male","Thyroid","2015",0.3,2,0.9
"10355","New Jersey",2.4,5.8,3.8,"24","Incidence",658472,"Black","Male","Thyroid","2016",2.3,5.4,3.6
"10356","New Jersey",0,0.7,0,"~","Mortality",658472,"Black","Male","Thyroid","2016",0,0.6,0
"10357","New Jersey",1.7,4.8,3,"19","Incidence",661898,"Black","Male","Thyroid","2017",1.7,4.5,2.9
"10358","New Jersey",0,1.4,0.4,"~","Mortality",661898,"Black","Male","Thyroid","2017",0,1.1,0.3
"10359","New Jersey",1.5,4.2,2.6,"17","Incidence",665126,"Black","Male","Thyroid","2018",1.5,4.1,2.6
"10360","New Jersey",0.1,1.5,0.4,"~","Mortality",665126,"Black","Male","Thyroid","2018",0,1.1,0.3
"10361","New Jersey",13,22.8,17.4,"58","Incidence",582178,"Black","Male","Urinary Bladder","1999",7.6,12.9,10
"10362","New Jersey",5.9,13.8,9.3,"26","Mortality",582178,"Black","Male","Urinary Bladder","1999",2.9,6.5,4.5
"10363","New Jersey",19,30.7,24.4,"82","Incidence",588122,"Black","Male","Urinary Bladder","2000",11.1,17.3,13.9
"10364","New Jersey",3.9,10.7,6.8,"19","Mortality",588122,"Black","Male","Urinary Bladder","2000",1.9,5,3.2
"10365","New Jersey",19.2,31.3,24.7,"78","Incidence",593651,"Black","Male","Urinary Bladder","2001",10.4,16.4,13.1
"10366","New Jersey",2.6,8.2,4.9,"~","Mortality",593651,"Black","Male","Urinary Bladder","2001",1.3,4,2.4
"10367","New Jersey",12.9,22.3,17.1,"62","Incidence",598808,"Black","Male","Urinary Bladder","2002",7.9,13.3,10.4
"10368","New Jersey",2.3,7.6,4.5,"~","Mortality",598808,"Black","Male","Urinary Bladder","2002",1.3,3.9,2.3
"10369","New Jersey",11,20,15.1,"54","Incidence",603390,"Black","Male","Urinary Bladder","2003",6.7,11.7,8.9
"10370","New Jersey",1.1,4.9,2.6,"~","Mortality",603390,"Black","Male","Urinary Bladder","2003",0.7,2.8,1.5
"10371","New Jersey",20.8,32.3,26.1,"95","Incidence",607578,"Black","Male","Urinary Bladder","2004",12.7,19.1,15.6
"10372","New Jersey",3.6,9.8,6.2,"20","Mortality",607578,"Black","Male","Urinary Bladder","2004",2,5.1,3.3
"10373","New Jersey",19.6,31.5,25.1,"86","Incidence",610356,"Black","Male","Urinary Bladder","2005",11.3,17.4,14.1
"10374","New Jersey",2.3,7.3,4.4,"~","Mortality",610356,"Black","Male","Urinary Bladder","2005",1.4,4.1,2.5
"10375","New Jersey",17.2,27.7,22,"81","Incidence",612548,"Black","Male","Urinary Bladder","2006",10.5,16.4,13.2
"10376","New Jersey",3.8,10.4,6.6,"19","Mortality",612548,"Black","Male","Urinary Bladder","2006",1.9,4.8,3.1
"10377","New Jersey",17.9,28.5,22.8,"87","Incidence",615167,"Black","Male","Urinary Bladder","2007",11.3,17.4,14.1
"10378","New Jersey",3.6,9.6,6.2,"19","Mortality",615167,"Black","Male","Urinary Bladder","2007",1.9,4.8,3.1
"10379","New Jersey",20,31.2,25.2,"92","Incidence",619064,"Black","Male","Urinary Bladder","2008",12,18.2,14.9
"10380","New Jersey",3.5,9.5,6.1,"20","Mortality",619064,"Black","Male","Urinary Bladder","2008",2,5,3.2
"10381","New Jersey",19.1,30,24.2,"92","Incidence",623845,"Black","Male","Urinary Bladder","2009",11.9,18.1,14.7
"10382","New Jersey",2.7,7.5,4.7,"18","Mortality",623845,"Black","Male","Urinary Bladder","2009",1.7,4.6,2.9
"10383","New Jersey",17,26.6,21.4,"89","Incidence",629585,"Black","Male","Urinary Bladder","2010",11.4,17.4,14.1
"10384","New Jersey",2.7,7.4,4.7,"18","Mortality",629585,"Black","Male","Urinary Bladder","2010",1.7,4.5,2.9
"10385","New Jersey",18.6,28.8,23.3,"94","Incidence",634746,"Black","Male","Urinary Bladder","2011",12,18.1,14.8
"10386","New Jersey",3,8,5.1,"20","Mortality",634746,"Black","Male","Urinary Bladder","2011",1.9,4.9,3.2
"10387","New Jersey",16.6,26,21,"91","Incidence",639723,"Black","Male","Urinary Bladder","2012",11.5,17.5,14.2
"10388","New Jersey",4.6,10.6,7.2,"26","Mortality",639723,"Black","Male","Urinary Bladder","2012",2.7,6,4.1
"10389","New Jersey",18.6,28.5,23.2,"100","Incidence",645071,"Black","Male","Urinary Bladder","2013",12.6,18.9,15.5
"10390","New Jersey",2.7,7.6,4.8,"18","Mortality",645071,"Black","Male","Urinary Bladder","2013",1.7,4.4,2.8
"10391","New Jersey",16.5,25.3,20.6,"99","Incidence",650333,"Black","Male","Urinary Bladder","2014",12.4,18.5,15.2
"10392","New Jersey",3.3,8.3,5.5,"22","Mortality",650333,"Black","Male","Urinary Bladder","2014",2.1,5.1,3.4
"10393","New Jersey",19.3,28.8,23.7,"110","Incidence",654765,"Black","Male","Urinary Bladder","2015",13.8,20.2,16.8
"10394","New Jersey",4,9.1,6.2,"29","Mortality",654765,"Black","Male","Urinary Bladder","2015",3,6.4,4.4
"10395","New Jersey",18.6,27.8,22.9,"108","Incidence",658472,"Black","Male","Urinary Bladder","2016",13.5,19.8,16.4
"10396","New Jersey",2.8,7.2,4.7,"21","Mortality",658472,"Black","Male","Urinary Bladder","2016",2,4.9,3.2
"10397","New Jersey",13.7,21.3,17.2,"93","Incidence",661898,"Black","Male","Urinary Bladder","2017",11.3,17.2,14.1
"10398","New Jersey",2.8,7,4.5,"22","Mortality",661898,"Black","Male","Urinary Bladder","2017",2.1,5,3.3
"10399","New Jersey",16.2,24.7,20.2,"99","Incidence",665126,"Black","Male","Urinary Bladder","2018",12.1,18.1,14.9
"10400","New Jersey",2,5.5,3.4,"18","Mortality",665126,"Black","Male","Urinary Bladder","2018",1.6,4.3,2.7
"10401","New Jersey",520.5,551.7,535.9,"4849","Incidence",1231242,"Black","Male and Female","All Cancer Sites Combined","1999",382.8,405.1,393.8
"10402","New Jersey",240.5,262.5,251.3,"2139","Mortality",1231242,"Black","Male and Female","All Cancer Sites Combined","1999",166.4,181.2,173.7
"10403","New Jersey",533.6,564.9,549.1,"5047","Incidence",1244586,"Black","Male and Female","All Cancer Sites Combined","2000",394.4,416.9,405.5
"10404","New Jersey",240.4,262.3,251.2,"2162","Mortality",1244586,"Black","Male and Female","All Cancer Sites Combined","2000",166.5,181.2,173.7
"10405","New Jersey",545.9,577.1,561.4,"5286","Incidence",1257274,"Black","Male and Female","All Cancer Sites Combined","2001",409.2,431.9,420.4
"10406","New Jersey",232.8,254.1,243.3,"2134","Mortality",1257274,"Black","Male and Female","All Cancer Sites Combined","2001",162.6,177.1,169.7
"10407","New Jersey",537.5,568.3,552.8,"5296","Incidence",1268823,"Black","Male and Female","All Cancer Sites Combined","2002",406.2,428.8,417.4
"10408","New Jersey",225.5,246.3,235.8,"2121","Mortality",1268823,"Black","Male and Female","All Cancer Sites Combined","2002",160.1,174.4,167.2
"10409","New Jersey",517.8,547.5,532.5,"5259","Incidence",1279601,"Black","Male and Female","All Cancer Sites Combined","2003",400,422.2,411
"10410","New Jersey",227.9,248.7,238.2,"2166","Mortality",1279601,"Black","Male and Female","All Cancer Sites Combined","2003",162.2,176.6,169.3
"10411","New Jersey",505.3,534.5,519.7,"5224","Incidence",1288238,"Black","Male and Female","All Cancer Sites Combined","2004",394.6,416.7,405.5
"10412","New Jersey",208.6,228.3,218.3,"2045","Mortality",1288238,"Black","Male and Female","All Cancer Sites Combined","2004",151.9,165.8,158.7
"10413","New Jersey",498.9,527.5,513,"5291","Incidence",1293607,"Black","Male and Female","All Cancer Sites Combined","2005",398.1,420.2,409
"10414","New Jersey",202.9,222.1,212.3,"2030","Mortality",1293607,"Black","Male and Female","All Cancer Sites Combined","2005",150.2,163.9,156.9
"10415","New Jersey",488.1,516.1,502,"5271","Incidence",1298653,"Black","Male and Female","All Cancer Sites Combined","2006",395,417,405.9
"10416","New Jersey",202.2,221.2,211.6,"2056","Mortality",1298653,"Black","Male and Female","All Cancer Sites Combined","2006",151.5,165.3,158.3
"10417","New Jersey",490.2,517.8,503.9,"5421","Incidence",1304334,"Black","Male and Female","All Cancer Sites Combined","2007",404.6,426.8,415.6
"10418","New Jersey",192.5,210.9,201.6,"1987","Mortality",1304334,"Black","Male and Female","All Cancer Sites Combined","2007",145.7,159.2,152.3
"10419","New Jersey",480.8,508,494.3,"5401","Incidence",1311696,"Black","Male and Female","All Cancer Sites Combined","2008",400.8,422.9,411.8
"10420","New Jersey",195,213.3,204,"2049","Mortality",1311696,"Black","Male and Female","All Cancer Sites Combined","2008",149.5,163.1,156.2
"10421","New Jersey",492.5,519.6,505.9,"5722","Incidence",1323532,"Black","Male and Female","All Cancer Sites Combined","2009",421.2,443.7,432.3
"10422","New Jersey",187.1,204.7,195.8,"2048","Mortality",1323532,"Black","Male and Female","All Cancer Sites Combined","2009",148.1,161.6,154.7
"10423","New Jersey",477.8,504.2,490.9,"5667","Incidence",1335697,"Black","Male and Female","All Cancer Sites Combined","2010",413.3,435.5,424.3
"10424","New Jersey",189.6,207.1,198.2,"2112","Mortality",1335697,"Black","Male and Female","All Cancer Sites Combined","2010",151.4,165,158.1
"10425","New Jersey",460.9,486.3,473.5,"5640","Incidence",1345145,"Black","Male and Female","All Cancer Sites Combined","2011",408.4,430.4,419.3
"10426","New Jersey",180.9,197.6,189.1,"2101","Mortality",1345145,"Black","Male and Female","All Cancer Sites Combined","2011",149.6,163,156.2
"10427","New Jersey",452.5,477.4,464.9,"5685","Incidence",1354246,"Black","Male and Female","All Cancer Sites Combined","2012",408.9,430.8,419.8
"10428","New Jersey",167.8,183.7,175.6,"1992","Mortality",1354246,"Black","Male and Female","All Cancer Sites Combined","2012",140.7,153.7,147.1
"10429","New Jersey",442.4,466.6,454.4,"5724","Incidence",1363708,"Black","Male and Female","All Cancer Sites Combined","2013",408.9,430.8,419.7
"10430","New Jersey",164.2,179.7,171.8,"2015","Mortality",1363708,"Black","Male and Female","All Cancer Sites Combined","2013",141.4,154.4,147.8
"10431","New Jersey",438.2,462,450,"5805","Incidence",1372730,"Black","Male and Female","All Cancer Sites Combined","2014",412.1,433.9,422.9
"10432","New Jersey",168.7,184.1,176.3,"2137","Mortality",1372730,"Black","Male and Female","All Cancer Sites Combined","2014",149.1,162.4,155.7
"10433","New Jersey",454.4,478.3,466.2,"6193","Incidence",1380460,"Black","Male and Female","All Cancer Sites Combined","2015",437.5,459.9,448.6
"10434","New Jersey",164.9,179.9,172.3,"2138","Mortality",1380460,"Black","Male and Female","All Cancer Sites Combined","2015",148.4,161.6,154.9
"10435","New Jersey",450.1,473.7,461.8,"6242","Incidence",1386227,"Black","Male and Female","All Cancer Sites Combined","2016",439.2,461.6,450.3
"10436","New Jersey",162.8,177.5,170.1,"2168","Mortality",1386227,"Black","Male and Female","All Cancer Sites Combined","2016",149.9,163.1,156.4
"10437","New Jersey",433,455.8,444.3,"6144","Incidence",1392195,"Black","Male and Female","All Cancer Sites Combined","2017",430.4,452.5,441.3
"10438","New Jersey",153.8,167.9,160.7,"2109","Mortality",1392195,"Black","Male and Female","All Cancer Sites Combined","2017",145.1,158.1,151.5
"10439","New Jersey",421.2,443.5,432.2,"6095","Incidence",1397403,"Black","Male and Female","All Cancer Sites Combined","2018",425.3,447.3,436.2
"10440","New Jersey",150.5,164.3,157.3,"2116","Mortality",1397403,"Black","Male and Female","All Cancer Sites Combined","2018",145,158,151.4
"10441","New Jersey",3.5,6.4,4.8,"49","Incidence",1231242,"Black","Male and Female","Brain and Other Nervous System","1999",2.9,5.3,4
"10442","New Jersey",1.5,3.6,2.4,"24","Mortality",1231242,"Black","Male and Female","Brain and Other Nervous System","1999",1.2,2.9,1.9
"10443","New Jersey",2.7,5.3,3.8,"39","Incidence",1244586,"Black","Male and Female","Brain and Other Nervous System","2000",2.2,4.3,3.1
"10444","New Jersey",1.2,3.2,2,"18","Mortality",1244586,"Black","Male and Female","Brain and Other Nervous System","2000",0.9,2.3,1.4
"10445","New Jersey",3.7,6.5,4.9,"54","Incidence",1257274,"Black","Male and Female","Brain and Other Nervous System","2001",3.2,5.6,4.3
"10446","New Jersey",0.8,2.5,1.5,"~","Mortality",1257274,"Black","Male and Female","Brain and Other Nervous System","2001",0.7,2,1.2
"10447","New Jersey",2.9,5.5,4.1,"44","Incidence",1268823,"Black","Male and Female","Brain and Other Nervous System","2002",2.5,4.7,3.5
"10448","New Jersey",1.1,2.8,1.8,"20","Mortality",1268823,"Black","Male and Female","Brain and Other Nervous System","2002",1,2.4,1.6
"10449","New Jersey",2.7,5.2,3.8,"43","Incidence",1279601,"Black","Male and Female","Brain and Other Nervous System","2003",2.4,4.5,3.4
"10450","New Jersey",1.3,3.2,2.1,"21","Mortality",1279601,"Black","Male and Female","Brain and Other Nervous System","2003",1,2.5,1.6
"10451","New Jersey",3,5.5,4.1,"47","Incidence",1288238,"Black","Male and Female","Brain and Other Nervous System","2004",2.7,4.9,3.6
"10452","New Jersey",1.1,2.8,1.8,"19","Mortality",1288238,"Black","Male and Female","Brain and Other Nervous System","2004",0.9,2.3,1.5
"10453","New Jersey",2.7,5,3.7,"43","Incidence",1293607,"Black","Male and Female","Brain and Other Nervous System","2005",2.4,4.5,3.3
"10454","New Jersey",1.2,3,1.9,"21","Mortality",1293607,"Black","Male and Female","Brain and Other Nervous System","2005",1,2.5,1.6
"10455","New Jersey",3.5,6.1,4.6,"54","Incidence",1298653,"Black","Male and Female","Brain and Other Nervous System","2006",3.1,5.4,4.2
"10456","New Jersey",0.8,2.3,1.4,"16","Mortality",1298653,"Black","Male and Female","Brain and Other Nervous System","2006",0.7,2,1.2
"10457","New Jersey",2.7,5.1,3.7,"44","Incidence",1304334,"Black","Male and Female","Brain and Other Nervous System","2007",2.5,4.5,3.4
"10458","New Jersey",1.4,3.3,2.2,"24","Mortality",1304334,"Black","Male and Female","Brain and Other Nervous System","2007",1.2,2.7,1.8
"10459","New Jersey",2.8,5.2,3.8,"44","Incidence",1311696,"Black","Male and Female","Brain and Other Nervous System","2008",2.4,4.5,3.4
"10460","New Jersey",1,2.7,1.7,"20","Mortality",1311696,"Black","Male and Female","Brain and Other Nervous System","2008",0.9,2.4,1.5
"10461","New Jersey",3.5,6.1,4.7,"58","Incidence",1323532,"Black","Male and Female","Brain and Other Nervous System","2009",3.3,5.7,4.4
"10462","New Jersey",1.1,2.9,1.8,"19","Mortality",1323532,"Black","Male and Female","Brain and Other Nervous System","2009",0.9,2.2,1.4
"10463","New Jersey",3.7,6.3,4.9,"61","Incidence",1335697,"Black","Male and Female","Brain and Other Nervous System","2010",3.5,5.9,4.6
"10464","New Jersey",1.6,3.5,2.4,"29","Mortality",1335697,"Black","Male and Female","Brain and Other Nervous System","2010",1.5,3.1,2.2
"10465","New Jersey",2.7,4.9,3.7,"49","Incidence",1345145,"Black","Male and Female","Brain and Other Nervous System","2011",2.7,4.8,3.6
"10466","New Jersey",2.2,4.3,3.1,"37","Mortality",1345145,"Black","Male and Female","Brain and Other Nervous System","2011",1.9,3.8,2.8
"10467","New Jersey",2.7,4.9,3.7,"46","Incidence",1354246,"Black","Male and Female","Brain and Other Nervous System","2012",2.5,4.5,3.4
"10468","New Jersey",1.5,3.3,2.3,"28","Mortality",1354246,"Black","Male and Female","Brain and Other Nervous System","2012",1.4,3,2.1
"10469","New Jersey",3.1,5.5,4.2,"54","Incidence",1363708,"Black","Male and Female","Brain and Other Nervous System","2013",3,5.2,4
"10470","New Jersey",1,2.5,1.6,"20","Mortality",1363708,"Black","Male and Female","Brain and Other Nervous System","2013",0.9,2.3,1.5
"10471","New Jersey",3.4,5.8,4.5,"58","Incidence",1372730,"Black","Male and Female","Brain and Other Nervous System","2014",3.2,5.5,4.2
