STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,NAME
New Jersey,NJ: Mercer County (34021),6.3,15.1,10,23,Incidence,215525,Black,Female,Ovary,2014-2018,6.8,16,10.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),5.3,13.4,8.7,21,Mortality,215525,Black,Female,Ovary,2014-2018,6,14.9,9.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),17.9,31.4,23.9,53,Incidence,215525,Black,Female,Pancreas,2014-2018,18.4,32.2,24.6,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),15.1,27.8,20.7,46,Mortality,215525,Black,Female,Pancreas,2014-2018,15.6,28.5,21.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,215525,Black,Female,Stomach,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,215525,Black,Female,Stomach,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),18.4,32.5,24.7,+,Incidence,215525,Black,Female,Thyroid,2014-2018,18.4,32.2,24.6,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,215525,Black,Female,Thyroid,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),5.4,14.2,9,19,Incidence,215525,Black,Female,Urinary Bladder,2014-2018,5.3,13.8,8.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,215525,Black,Female,Urinary Bladder,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),604.6,687,644.8,1063,Incidence,194229,Black,Male,All Cancer Sites Combined,2014-2018,514.9,581.2,547.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),220.1,274.2,246.2,368,Mortality,194229,Black,Male,All Cancer Sites Combined,2014-2018,170.6,209.8,189.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),33.5,55,43.3,74,Incidence,194229,Black,Male,Colon and Rectum,2014-2018,29.9,47.8,38.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),15.9,32.4,23.1,37,Mortality,194229,Black,Male,Colon and Rectum,2014-2018,13.4,26.3,19,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Kaposi Sarcoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),.,.,.,.,Mortality,194229,Black,Male,Kaposi Sarcoma,2014-2018,.,.,.,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),24,42.3,32.2,56,Incidence,194229,Black,Male,Kidney and Renal Pelvis,2014-2018,21.8,37.4,28.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),5.6,16.8,10.1,+,Mortality,194229,Black,Male,Kidney and Renal Pelvis,2014-2018,4.7,13.4,8.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),7.5,20.2,12.8,19,Incidence,194229,Black,Male,Leukemias,2014-2018,5.9,15.3,9.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Leukemias,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),16.8,32,23.5,+,Incidence,194229,Black,Male,Liver and Intrahepatic Bile Duct,2014-2018,16.5,30.4,22.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),9,20,13.7,+,Mortality,194229,Black,Male,Liver and Intrahepatic Bile Duct,2014-2018,9.6,20.8,14.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),76.7,109.2,91.9,142,Incidence,194229,Black,Male,Lung and Bronchus,2014-2018,61.6,86.2,73.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),48,74.5,60.2,93,Mortality,194229,Black,Male,Lung and Bronchus,2014-2018,38.6,58.7,47.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,0,Black,Male,Male Breast,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,0,Black,Male,Male Breast,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),12.3,27.6,18.9,29,Incidence,194229,Black,Male,Myeloma,2014-2018,10,21.4,14.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Myeloma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),15.2,31.7,22.4,34,Incidence,194229,Black,Male,Non-Hodgkin Lymphoma,2014-2018,12.1,24.5,17.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),7.2,18.7,12,+,Incidence,194229,Black,Male,Oral Cavity and Pharynx,2014-2018,6.7,16.5,10.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Oral Cavity and Pharynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),15,31.2,22.1,34,Incidence,194229,Black,Male,Pancreas,2014-2018,12.1,24.5,17.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),11.9,27.5,18.6,27,Mortality,194229,Black,Male,Pancreas,2014-2018,9.2,20.2,13.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),227.4,277.5,251.5,436,Incidence,194229,Black,Male,Prostate,2014-2018,203.9,246.6,224.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),29.5,53.3,40.3,51,Mortality,194229,Black,Male,Prostate,2014-2018,19.6,34.5,26.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),10.9,26.2,17.4,+,Incidence,194229,Black,Male,Stomach,2014-2018,7.9,18.4,12.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Stomach,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Testis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Testis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male,Thyroid,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Thyroid,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),14.3,31,21.5,30,Incidence,194229,Black,Male,Urinary Bladder,2014-2018,10.4,22,15.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male,Urinary Bladder,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),500.6,547,523.4,2068,Incidence,409754,Black,Male and Female,All Cancer Sites Combined,2014-2018,483.2,526.9,504.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),182.8,211.8,196.9,757,Mortality,409754,Black,Male and Female,All Cancer Sites Combined,2014-2018,171.8,198.4,184.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),2.6,7.2,4.5,18,Incidence,409754,Black,Male and Female,Brain and Other Nervous System,2014-2018,2.6,6.9,4.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),7.6,17.7,11.9,24,Incidence,215525,Black,Male and Female,Cervix,2014-2018,7.1,16.6,11.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,215525,Black,Male and Female,Cervix,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),33.1,46,39.2,155,Incidence,409754,Black,Male and Female,Colon and Rectum,2014-2018,32.1,44.3,37.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),14.6,23.7,18.8,74,Mortality,409754,Black,Male and Female,Colon and Rectum,2014-2018,14.2,22.7,18.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),28,44,35.3,82,Incidence,215525,Black,Male and Female,"Corpus and Uterus, NOS",2014-2018,30.3,47.2,38,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),6.9,15.9,10.7,25,Mortality,215525,Black,Male and Female,"Corpus and Uterus, NOS",2014-2018,7.5,17.1,11.6,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),2.6,7.2,4.5,18,Mortality,409754,Black,Male and Female,Esophagus,2014-2018,2.6,6.9,4.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Kaposi Sarcoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),.,.,.,.,Mortality,409754,Black,Male and Female,Kaposi Sarcoma,2014-2018,.,.,.,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),16.2,25.4,20.4,84,Incidence,409754,Black,Male and Female,Kidney and Renal Pelvis,2014-2018,16.4,25.4,20.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),2.6,7.1,4.4,18,Mortality,409754,Black,Male and Female,Kidney and Renal Pelvis,2014-2018,2.6,6.9,4.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),8,15.1,11.2,43,Incidence,409754,Black,Male and Female,Leukemias,2014-2018,7.6,14.1,10.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),3.6,8.8,5.8,22,Mortality,409754,Black,Male and Female,Leukemias,2014-2018,3.4,8.1,5.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),8.2,14.8,11.1,50,Incidence,409754,Black,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,9.1,16.1,12.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),4.6,9.6,6.8,32,Mortality,409754,Black,Male and Female,Liver and Intrahepatic Bile Duct,2014-2018,5.3,11,7.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),61.8,79.2,70.1,270,Incidence,409754,Black,Male and Female,Lung and Bronchus,2014-2018,58.3,74.2,65.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),40.4,54.7,47.1,183,Mortality,409754,Black,Male and Female,Lung and Bronchus,2014-2018,38.4,51.6,44.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),111.1,141.3,125.5,283,Incidence,215525,Black,Male and Female,Male and Female Breast,2014-2018,116.5,147.5,131.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),17.9,31.2,23.9,56,Mortality,215525,Black,Male and Female,Male and Female Breast,2014-2018,19.6,33.7,26,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),26.7,42.6,34,78,Incidence,215525,Black,Male and Female,"Male and Female Breast, <i>in situ</i>",2014-2018,28.6,45.2,36.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,409754,Black,Male and Female,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),11.1,19.3,14.8,57,Incidence,409754,Black,Male and Female,Myeloma,2014-2018,10.5,18,13.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),4.2,10.1,6.7,23,Mortality,409754,Black,Male and Female,Myeloma,2014-2018,3.6,8.4,5.6,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),13.5,22.3,17.5,67,Incidence,409754,Black,Male and Female,Non-Hodgkin Lymphoma,2014-2018,12.7,20.8,16.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),5.7,11.7,8.3,33,Incidence,409754,Black,Male and Female,Oral Cavity and Pharynx,2014-2018,5.5,11.3,8.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),6.3,15.1,10,23,Incidence,215525,Black,Male and Female,Ovary,2014-2018,6.8,16,10.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),5.3,13.4,8.7,21,Mortality,215525,Black,Male and Female,Ovary,2014-2018,6,14.9,9.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),19,29.5,23.8,87,Incidence,409754,Black,Male and Female,Pancreas,2014-2018,17,26.2,21.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),15.7,25.4,20.1,73,Mortality,409754,Black,Male and Female,Pancreas,2014-2018,14,22.4,17.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),227.4,277.5,251.5,436,Incidence,194229,Black,Male and Female,Prostate,2014-2018,203.9,246.6,224.5,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),29.5,53.3,40.3,51,Mortality,194229,Black,Male and Female,Prostate,2014-2018,19.6,34.5,26.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),6.6,13.3,9.6,36,Incidence,409754,Black,Male and Female,Stomach,2014-2018,6.2,12.2,8.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),3.4,8.7,5.6,20,Mortality,409754,Black,Male and Female,Stomach,2014-2018,3,7.5,4.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,194229,Black,Male and Female,Testis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,194229,Black,Male and Female,Testis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),11.8,20,15.5,61,Incidence,409754,Black,Male and Female,Thyroid,2014-2018,11.4,19.1,14.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Thyroid,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),10.2,18.4,13.9,49,Incidence,409754,Black,Male and Female,Urinary Bladder,2014-2018,8.8,15.8,12,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,409754,Black,Male and Female,Urinary Bladder,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),338.1,418.2,376.7,395,Incidence,148867,Hispanic,Female,All Cancer Sites Combined,2014-2018,239.8,292.8,265.3,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),63,104.2,81.9,71,Mortality,148867,Hispanic,Female,All Cancer Sites Combined,2014-2018,37.2,60.2,47.7,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Cervix,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Cervix,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),22.5,47.7,33.5,33,Incidence,148867,Hispanic,Female,Colon and Rectum,2014-2018,15.3,31.1,22.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Colon and Rectum,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),19.1,41.2,28.7,31,Incidence,148867,Hispanic,Female,"Corpus and Uterus, NOS",2014-2018,14.1,29.6,20.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,"Corpus and Uterus, NOS",2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),81.5,123.1,100.8,107,Incidence,148867,Hispanic,Female,Female Breast,2014-2018,58.9,86.9,71.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Female Breast,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),25.8,51.4,37.1,39,Incidence,148867,Hispanic,Female,"Female Breast, <i>in situ</i>",2014-2018,18.6,35.8,26.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Kaposi Sarcoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),.,.,.,.,Mortality,148867,Hispanic,Female,Kaposi Sarcoma,2014-2018,.,.,.,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Kidney and Renal Pelvis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),6.4,19,11.4,17,Incidence,148867,Hispanic,Female,Leukemias,2014-2018,6.7,18.3,11.4,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Leukemias,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Liver and Intrahepatic Bile Duct,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),19.2,45.2,30.4,25,Incidence,148867,Hispanic,Female,Lung and Bronchus,2014-2018,10.9,24.8,16.8,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Lung and Bronchus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Melanomas of the Skin,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Mesothelioma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Myeloma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Myeloma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Non-Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Oral Cavity and Pharynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Ovary,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Ovary,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Pancreas,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Pancreas,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Stomach,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Stomach,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),19,38.2,27.3,+,Incidence,148867,Hispanic,Female,Thyroid,2014-2018,17.5,34.3,24.9,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Thyroid,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,148867,Hispanic,Female,Urinary Bladder,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,148867,Hispanic,Female,Urinary Bladder,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),382.1,489,433.4,367,Incidence,166096,Hispanic,Male,All Cancer Sites Combined,2014-2018,198.9,244.8,221,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),83.9,141.1,110.2,85,Mortality,166096,Hispanic,Male,All Cancer Sites Combined,2014-2018,40.9,63.3,51.2,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,166096,Hispanic,Male,Brain and Other Nervous System,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),21.4,52.9,34.9,30,Incidence,166096,Hispanic,Male,Colon and Rectum,2014-2018,12.2,25.8,18.1,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),10.1,35.5,20.4,+,Mortality,166096,Hispanic,Male,Colon and Rectum,2014-2018,5.5,15.6,9.6,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,166096,Hispanic,Male,Esophagus,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,166096,Hispanic,Male,Hodgkin Lymphoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Kaposi Sarcoma,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),.,.,.,.,Mortality,166096,Hispanic,Male,Kaposi Sarcoma,2014-2018,.,.,.,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Kidney and Renal Pelvis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,166096,Hispanic,Male,Kidney and Renal Pelvis,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Incidence,166096,Hispanic,Male,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),~,~,~,~,Mortality,166096,Hispanic,Male,Larynx,2014-2018,~,~,~,Mercer County (34021)
New Jersey,NJ: Mercer County (34021),10.9,34,20.4,19,Incidence,166096,Hispanic,Male,Leukemias,2014-2018,6.9,17.9,11.4,Mercer County (34021)
